Point 1,Point 2,Value
43.77224555030643,33.04800656205751,3.741
33.21863700688903,35.04299176357551,3.725
29.872270358058024,26.49412792626394,3.7150000000000003
69.3858131204505,29.966788540594592,3.754
24.149896198657295,38.62322509993845,3.7010000000000005
54.30141386472322,32.56479953626103,2.924
35.17922138410418,39.060619608979444,3.6660000000000004
