Point 1,Point 2,Value
43.77224555030643,33.04800656205751,4.2410000000000005
33.21863700688903,35.04299176357551,3.6079999999999997
29.872270358058024,26.49412792626394,2.982
69.3858131204505,29.966788540594592,3.095
24.149896198657295,38.62322509993845,4.036
35.17922138410418,39.060619608979444,0.988
