Point 1,Point 2,Value
29.872270358058024,26.49412792626394,2.8930000000000002
54.30141386472322,32.56479953626103,2.216
33.21863700688903,35.04299176357551,4.04
35.88806082934152,33.920391615444125,2.9319999999999995
35.17922138410418,39.060619608979444,1.74
43.77224555030643,33.04800656205751,2.787
