Point 1,Point 2,Value
24.149896198657295,38.62322509993845,3.871
29.872270358058024,26.49412792626394,3.8890000000000002
35.17922138410418,39.060619608979444,2.166
54.30141386472322,32.56479953626103,2.6180000000000003
35.88806082934152,33.920391615444125,3.63
43.77224555030643,33.04800656205751,3.624
69.3858131204505,29.966788540594592,2.661
